COD_DANE_A,DPTO_CCDGO,MPIO_CCDGO,MPIO_CDPMP,CLAS_CCDGO,SETR_CCDGO,SETR_CCNCT,SECR_CCDGO,SECR_CCNCT,ZU_CCDGO,ZU_CDIVI,SETU_CCDGO,SETU_CCNCT,SECU_CCDGO,SECU_CCNCT,MANZ_CCDGO,AG_CCDGO,DATO_ANM,VERSION,AREA,LATITUD,LONGITUD,DENSIDAD,CTNENCUEST,TP3_1_SI,TP3_2_NO,TP3A_RI,TP3B_TCN,TP4_1_SI,TP4_2_NO,TP9_1_USO,TP9_2_USO,TP9_3_USO,TP9_4_USO,TP9_2_1_MI,TP9_2_2_MI,TP9_2_3_MI,TP9_2_4_MI,TP9_2_9_MI,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,TVIVIENDA,TP14_1_TIP,TP14_2_TIP,TP14_3_TIP,TP14_4_TIP,TP14_5_TIP,TP14_6_TIP,TP15_1_OCU,TP15_2_OCU,TP15_3_OCU,TP15_4_OCU,TP16_HOG,TP19_EE_1,TP19_EE_2,TP19_EE_E1,TP19_EE_E2,TP19_EE_E3,TP19_EE_E4,TP19_EE_E5,TP19_EE_E6,TP19_EE_E9,TP19_ACU_1,TP19_ACU_2,TP19_ALC_1,TP19_ALC_2,TP19_GAS_1,TP19_GAS_2,TP19_GAS_9,TP19_RECB1,TP19_RECB2,TP19_INTE1,TP19_INTE2,TP19_INTE9,TP27_PERSO,PERSONAS_L,PERSONAS_S,TP32_1_SEX,TP32_2_SEX,TP34_1_EDA,TP34_2_EDA,TP34_3_EDA,TP34_4_EDA,TP34_5_EDA,TP34_6_EDA,TP34_7_EDA,TP34_8_EDA,TP34_9_EDA,TP51PRIMAR,TP51SECUND,TP51SUPERI,TP51POSTGR,TP51_13_ED,TP51_99_ED,CD_LC_CM,NMB_LC_CM,TP_LC_CM,Shape_Leng,Shape_Area
0504510000000000010103,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,03,026999,MANZANA,2018.0,12803.189597,7.89162069771,-76.6383936381,0.0049206488,30.0,0.0,30.0,0.0,0.0,0.0,30.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,10.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,22.0,3.0,0.0,25.0,0.0,25.0,0.0,1.0,24.0,0.0,63.0,0.0,63.0,32.0,31.0,10.0,10.0,12.0,9.0,7.0,6.0,4.0,1.0,4.0,27.0,25.0,1.0,0.0,5.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00656833318007,1.04775280429e-06
0504510000000000010105,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,05,026998,MANZANA,2018.0,5263.87837803,7.89077366986,-76.6385604533,0.0410343826,82.0,0.0,82.0,0.0,0.0,0.0,82.0,77.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,36.0,34.0,9.0,0.0,0.0,0.0,69.0,4.0,0.0,6.0,70.0,69.0,0.0,11.0,58.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,64.0,5.0,34.0,33.0,2.0,69.0,0.0,29.0,38.0,2.0,216.0,0.0,216.0,114.0,102.0,20.0,47.0,34.0,39.0,25.0,25.0,16.0,8.0,2.0,60.0,117.0,17.0,1.0,5.0,4.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00410561561472,4.30769761692e-07
0504510000000000010106,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,06,027011,MANZANA,2018.0,1696.65583666,7.89018423022,-76.639232057,0.0218076053,20.0,0.0,20.0,0.0,0.0,0.0,20.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,4.0,2.0,0.0,0.0,0.0,14.0,2.0,1.0,2.0,14.0,14.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,2.0,11.0,1.0,14.0,0.0,10.0,3.0,1.0,37.0,0.0,37.0,14.0,23.0,7.0,4.0,6.0,4.0,8.0,5.0,2.0,1.0,0.0,6.0,16.0,10.0,2.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00152164501321,1.38845550499e-07
0504510000000000010107,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,07,027016,MANZANA,2018.0,3367.27442108,7.88983181139,-76.63980351,0.0098002111,19.0,0.0,19.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,4.0,1.0,0.0,0.0,0.0,12.0,3.0,1.0,3.0,12.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,12.0,0.0,12.0,0.0,5.0,6.0,1.0,12.0,0.0,9.0,2.0,1.0,33.0,0.0,33.0,16.0,17.0,5.0,5.0,6.0,6.0,3.0,6.0,1.0,1.0,0.0,3.0,9.0,14.0,2.0,0.0,2.0,04,JOSE JOAQUIN VELEZ,Comuna,0.0022897853402,2.75559845754e-07
0504510000000000010108,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,08,027029,MANZANA,2018.0,3922.30624248,7.8892551334,-76.6394051803,0.0181015954,30.0,0.0,30.0,0.0,0.0,0.0,30.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,12.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2.0,23.0,23.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,12.0,11.0,0.0,23.0,0.0,22.0,1.0,0.0,71.0,0.0,71.0,33.0,38.0,13.0,8.0,10.0,6.0,16.0,5.0,9.0,2.0,2.0,11.0,26.0,18.0,9.0,1.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00272289100071,3.2098055433e-07
0504510000000000010109,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,09,027024,MANZANA,2018.0,2272.46506148,7.88954028753,-76.6391997655,0.0180420813,31.0,0.0,31.0,0.0,0.0,0.0,31.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,12.0,17.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,5.0,19.0,19.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,14.0,3.0,2.0,19.0,0.0,12.0,5.0,2.0,41.0,0.0,41.0,18.0,23.0,1.0,6.0,10.0,11.0,4.0,6.0,0.0,2.0,1.0,6.0,13.0,14.0,7.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00195165472127,1.85966601387e-07
0504510000000000010110,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,10,027020,MANZANA,2018.0,1736.39483968,7.88981009909,-76.6390112368,0.0046072472,12.0,0.0,12.0,0.0,0.0,0.0,12.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,4.0,1.0,0.0,8.0,0.0,8.0,5.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00151705799854,1.42097459221e-07
0504510000000000010111,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,11,026990,MANZANA,2018.0,29586.2978501,7.89126147983,-76.6399745958,0.011796001,133.0,0.0,133.0,0.0,0.0,0.0,133.0,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,131.0,107.0,24.0,0.0,0.0,0.0,0.0,114.0,7.0,3.0,7.0,118.0,112.0,2.0,18.0,4.0,4.0,86.0,0.0,0.0,0.0,111.0,3.0,112.0,2.0,52.0,62.0,0.0,114.0,0.0,94.0,20.0,0.0,349.0,0.0,349.0,172.0,177.0,46.0,61.0,35.0,54.0,59.0,56.0,25.0,10.0,3.0,63.0,107.0,114.0,36.0,7.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00928855821967,2.42119434339e-06
0504510000000000010112,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,12,027017,MANZANA,2018.0,8682.47576717,7.88902249162,-76.6385337886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00549563957608,7.10528221419e-07
0504510000000000010113,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,13,027021,MANZANA,2018.0,2747.36335916,7.88942576601,-76.6372263479,0.0342146219,38.0,0.0,38.0,0.0,0.0,0.0,38.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,26.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,29.0,29.0,0.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,27.0,2.0,20.0,9.0,0.0,29.0,0.0,14.0,15.0,0.0,94.0,0.0,94.0,40.0,54.0,16.0,15.0,23.0,12.0,11.0,10.0,6.0,1.0,0.0,17.0,44.0,16.0,3.0,1.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00229284181192,2.24830111165e-07
0504510000000000010122,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,22,027019,MANZANA,2018.0,1429.54776156,7.88980239133,-76.6375983019,0.0174880476,12.0,0.0,12.0,0.0,0.0,0.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,2.0,8.0,1.0,0.0,9.0,0.0,2.0,7.0,0.0,25.0,0.0,25.0,11.0,14.0,5.0,4.0,5.0,7.0,0.0,2.0,1.0,1.0,0.0,7.0,11.0,5.0,0.0,1.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00146759304138,1.16987069171e-07
0504510000000000010123,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,23,027026,MANZANA,2018.0,1331.07189163,7.88955790541,-76.6376954762,0.0616044858,24.0,0.0,24.0,0.0,0.0,0.0,24.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,10.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,23.0,23.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,15.0,8.0,0.0,23.0,0.0,10.0,13.0,0.0,82.0,0.0,82.0,36.0,46.0,10.0,19.0,19.0,13.0,6.0,10.0,3.0,1.0,1.0,13.0,41.0,17.0,0.0,2.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00155591632514,1.08928014058e-07
0504510000000000010124,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,24,027031,MANZANA,2018.0,1300.81631325,7.88935054411,-76.6377913962,0.0392061508,19.0,0.0,19.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,6.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,1.0,14.0,14.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,13.0,1.0,0.0,14.0,0.0,8.0,6.0,0.0,51.0,0.0,51.0,27.0,24.0,8.0,5.0,13.0,4.0,9.0,8.0,3.0,0.0,1.0,18.0,17.0,9.0,1.0,1.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.0015028268263,1.06452140595e-07
0504510000000000010125,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,25,027018,MANZANA,2018.0,7104.55562751,7.8893370938,-76.6381200498,0.0032373594,9.0,0.0,9.0,0.0,0.0,0.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,1.0,5.0,0.0,6.0,0.0,1.0,5.0,0.0,23.0,0.0,23.0,12.0,11.0,8.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,11.0,1.0,0.0,1.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00409930628092,5.81400513436e-07
0504510000000000010127,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,27,027002,MANZANA,2018.0,3896.28823295,7.89078206017,-76.6391974814,0.0133460353,53.0,0.0,53.0,0.0,0.0,0.0,53.0,50.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,19.0,31.0,1.0,0.0,0.0,0.0,20.0,14.0,1.0,16.0,21.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,11.0,9.0,0.0,20.0,0.0,19.0,1.0,0.0,52.0,0.0,52.0,26.0,26.0,3.0,6.0,11.0,5.0,11.0,13.0,3.0,0.0,0.0,1.0,12.0,25.0,11.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00244196898643,3.18852818752e-07
0504510000000000010128,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,28,027007,MANZANA,2018.0,4428.74989099,7.89023678101,-76.6400487809,0.0117414623,48.0,0.0,48.0,0.0,0.0,0.0,48.0,45.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,15.0,31.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,12.0,21.0,21.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,20.0,1.0,21.0,0.0,6.0,15.0,0.0,20.0,1.0,14.0,7.0,0.0,52.0,0.0,52.0,22.0,30.0,9.0,2.0,3.0,16.0,8.0,5.0,6.0,3.0,0.0,8.0,6.0,21.0,9.0,2.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00273961391741,3.62425782808e-07
0504510000000000010129,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,29,027012,MANZANA,2018.0,3628.03927744,7.89014077594,-76.6383426857,0.010198346,11.0,0.0,11.0,0.0,0.0,0.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,6.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,37.0,0.0,37.0,20.0,17.0,5.0,6.0,7.0,9.0,4.0,1.0,4.0,1.0,0.0,13.0,20.0,0.0,0.0,2.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00268733620619,2.96900467337e-07
0504510000000000010130,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,30,027022,MANZANA,2018.0,3673.96033908,7.88936349862,-76.6368839737,0.0348397886,45.0,0.0,45.0,0.0,0.0,0.0,45.0,39.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,17.0,10.0,0.0,0.0,0.0,37.0,2.0,0.0,1.0,43.0,36.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,23.0,14.0,0.0,37.0,0.0,12.0,25.0,0.0,128.0,0.0,128.0,58.0,70.0,17.0,24.0,26.0,20.0,15.0,16.0,6.0,2.0,2.0,33.0,67.0,11.0,0.0,8.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00241131911542,3.00658597031e-07
0504510000000000010131,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,31,027006,MANZANA,2018.0,17991.3072089,7.89002787508,-76.641294842,0.0080594477,56.0,0.0,56.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,1.0,0.0,0.0,0.0,0.0,49.0,3.0,3.0,1.0,50.0,49.0,0.0,0.0,3.0,0.0,45.0,0.0,1.0,0.0,49.0,0.0,49.0,0.0,23.0,25.0,1.0,49.0,0.0,47.0,1.0,1.0,145.0,0.0,145.0,70.0,75.0,19.0,24.0,18.0,19.0,23.0,24.0,12.0,4.0,2.0,27.0,35.0,53.0,16.0,9.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00524229215857,1.47231115862e-06
0504510000000000010132,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,32,027872,MANZANA,2018.0,12408.1084325,7.89126445707,-76.6419109324,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00610970679634,1.01541366182e-06
0504510000000000010133,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,33,013098,MANZANA,2018.0,202.417651069,7.89205490036,-76.639075448,0.3013570454,18.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,6.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,1.0,15.0,3.0,0.0,18.0,0.0,8.0,10.0,0.0,61.0,0.0,61.0,26.0,35.0,10.0,9.0,8.0,13.0,6.0,6.0,6.0,0.0,3.0,22.0,23.0,6.0,0.0,2.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.000525670178298,1.65648837237e-08
0504510000000000010134,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,34,012855,MANZANA,2018.0,1242.86679892,7.89164822573,-76.6387527112,0.0177010119,12.0,0.0,12.0,0.0,0.0,0.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,6.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,22.0,0.0,22.0,8.0,14.0,5.0,2.0,6.0,5.0,1.0,2.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,1.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00128594142911,1.01710172889e-07
0504510000000000010135,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,35,012854,MANZANA,2018.0,1152.48796576,7.89053757389,-76.6388635911,0.0329721437,14.0,0.0,14.0,0.0,0.0,0.0,14.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,11.0,11.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,7.0,4.0,0.0,11.0,0.0,5.0,6.0,0.0,38.0,0.0,38.0,23.0,15.0,6.0,6.0,8.0,7.0,5.0,1.0,3.0,1.0,1.0,9.0,18.0,4.0,1.0,1.0,1.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00128372581044,9.43139849321e-08
0504510000000000010136,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,36,012881,MANZANA,2018.0,21025.4291454,7.88955337726,-76.6421376918,0.0029488102,35.0,0.0,35.0,0.0,0.0,0.0,35.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,4.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,19.0,18.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,9.0,9.0,0.0,18.0,0.0,17.0,1.0,0.0,62.0,0.0,62.0,33.0,29.0,12.0,8.0,6.0,10.0,10.0,7.0,7.0,1.0,1.0,12.0,17.0,18.0,8.0,2.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00589805184877,1.72060321131e-06
0504510000000000010137,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,01,05045100000000000101,37,012976,MANZANA,2018.0,229.92844811,7.88907328436,-76.6374905025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.000553565256184,1.88161941971e-08
0504510000000000010201,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,02,05045100000000000102,01,026963,MANZANA,2018.0,265237.552066,7.89101807031,-76.627342539,0.0002299825,37.0,0.0,37.0,0.0,0.0,0.0,37.0,32.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,20.0,2.0,0.0,0.0,0.0,23.0,7.0,1.0,2.0,23.0,22.0,1.0,1.0,2.0,16.0,2.0,0.0,0.0,1.0,21.0,2.0,22.0,1.0,8.0,13.0,2.0,21.0,2.0,16.0,5.0,2.0,61.0,0.0,61.0,33.0,28.0,6.0,10.0,13.0,7.0,6.0,12.0,7.0,0.0,0.0,6.0,18.0,22.0,4.0,0.0,8.0,04,JOSE JOAQUIN VELEZ,Comuna,0.0335522154356,2.17061272567e-05
0504510000000000010210,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0001,050451000000000001,02,05045100000000000102,10,027025,MANZANA,2018.0,23470.3774147,7.88891551573,-76.6299713728,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,JOSE JOAQUIN VELEZ,Comuna,0.00562129074108,1.92071710425e-06
